sep=;
Applied potential [V];WE current [A];WE current [A];WE current [A]
-0.525421;-3.93091e-07;-2.51123e-07;1.41968e-07
-0.5264949999999999;-3.93748e-07;-2.51561e-07;1.42186e-07
-0.52757;-3.93091e-07;-2.51342e-07;1.41749e-07
-0.528644;-3.92873e-07;-2.51561e-07;1.41311e-07
-0.5297189999999999;-3.93091e-07;-2.51998e-07;1.41093e-07
-0.530793;-3.92873e-07;-2.51998e-07;1.40874e-07
-0.531868;-3.92654e-07;-2.52217e-07;1.40436e-07
-0.532942;-3.93748e-07;-2.53311e-07;1.40436e-07
-0.534017;-3.9330999999999997e-07;-2.5353e-07;1.3978e-07
-0.535091;-3.92873e-07;-2.5353e-07;1.39343e-07
-0.5361659999999999;-3.93529e-07;-2.53967e-07;1.39561e-07
-0.5372399999999999;-3.94841e-07;-2.54405e-07;1.40436e-07
-0.538314;-3.94185e-07;-2.5418599999999997e-07;1.39999e-07
-0.539389;-3.95498e-07;-2.54623e-07;1.40874e-07
-0.540463;-3.95716e-07;-2.54405e-07;1.41311e-07
-0.541538;-3.95498e-07;-2.5418599999999997e-07;1.41311e-07
-0.542612;-3.96154e-07;-2.55061e-07;1.41093e-07
-0.5436869999999999;-3.9681e-07;-2.55061e-07;1.41749e-07
-0.5447609999999999;-3.97685e-07;-2.5528e-07;1.42405e-07
-0.545836;-3.97904e-07;-2.55498e-07;1.42405e-07
-0.54691;-3.98123e-07;-2.55936e-07;1.42186e-07
-0.5479849999999999;-3.99216e-07;-2.56373e-07;1.42843e-07
-0.549059;-3.99216e-07;-2.56592e-07;1.42624e-07
-0.550134;-3.98998e-07;-2.57248e-07;1.41749e-07
